0.12,0.0,0.0,1.0,0.0,0.52,0.25,0.39,0.62,0.52,0.0,0.0,0.0,1.0,0.96,0.75,0.02,1.21,-1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,0,1,1
0.52,0.0,0.0,1.0,0.0,0.52,0.25,0.39,0.62,0.12,0.0,0.0,0.0,1.0,0.96,0.75,0.02,1.21,-1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,0,1,1
0.12,0.0,0.0,1.0,0.0,0.52,0.25,0.39,0.62,0.52,0.0,0.0,0.0,1.0,0.96,0.75,0.02,1.21,-1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,0,1,1
0.12,0.0,0.0,1.0,0.0,0.52,0.25,0.39,0.62,0.52,0.0,0.0,0.0,1.0,0.96,0.75,0.02,1.21,-1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,0,1,1
0.12,0.0,0.0,1.0,0.0,0.96,0.25,0.39,0.62,0.52,0.0,0.0,0.0,1.0,0.52,0.75,0.02,1.21,-1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,0,1,1
0.96,0.0,0.0,0.0,1.0,0.04,0.5,0.97,-0.44999999999999996,0.96,1.0,0.0,0.0,0.0,0.96,0.0,0.96,-0.98,1,1,1,1,1,1,-1,1,-1,0,0,0,1,1,0,1,1
0.96,0.0,0.0,0.0,1.0,0.04,0.5,0.97,-0.44999999999999996,0.96,1.0,0.0,0.0,0.0,0.96,0.0,0.96,-0.98,1,1,1,1,1,1,-1,1,-1,0,0,0,1,1,0,1,1
0.96,1.0,0.0,0.0,1.0,0.04,0.5,0.97,-0.44999999999999996,0.96,0.0,0.0,0.0,0.0,0.96,0.0,0.96,-0.98,1,1,1,1,1,1,-1,1,-1,0,0,0,1,1,0,1,1
0.96,0.0,0.0,0.0,1.0,0.04,0.5,0.97,-0.44999999999999996,0.96,1.0,0.0,0.0,0.0,0.96,0.0,0.96,-0.98,1,1,1,1,1,1,-1,1,-1,0,0,0,1,1,0,1,1
0.96,0.0,0.0,0.0,1.0,0.96,0.5,0.97,-0.44999999999999996,0.96,1.0,0.0,0.0,0.0,0.04,0.0,0.96,-0.98,1,1,1,1,1,1,-1,1,-1,0,0,0,1,1,0,1,1
0.76,0.0,0.0,1.0,0.0,0.68,1.0,0.93,0.91,0.76,0.0,0.0,0.0,1.0,0.32,0.25,0.83,-0.41999999999999993,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,0,1,1
0.76,0.0,0.0,1.0,0.0,0.68,1.0,0.93,0.91,0.76,0.0,0.0,0.0,1.0,0.32,0.25,0.83,-0.41999999999999993,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,0,1,1
0.76,0.0,0.0,1.0,0.0,0.68,1.0,0.93,0.91,0.76,0.0,0.0,0.0,1.0,0.32,0.25,0.83,-0.41999999999999993,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,0,1,1
0.76,0.0,0.0,1.0,0.0,0.68,1.0,0.93,0.91,0.76,0.0,0.0,0.0,1.0,0.32,0.25,0.83,-0.41999999999999993,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,0,1,1
0.76,0.0,0.0,1.0,0.0,0.32,1.0,0.93,0.91,0.76,0.0,0.0,0.0,1.0,0.68,0.25,0.83,-0.41999999999999993,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,0,1,1
