0.44,0.0,0.0,1.0,0.0,0.68,0.0,0.9,0.72,0.04,0.0,1.0,0.0,0.0,1.0,0.75,1.0,1.02,-1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
0.44,0.0,0.0,1.0,0.0,1.0,0.0,0.9,0.72,0.04,0.0,1.0,0.0,0.0,0.68,0.75,1.0,1.02,-1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
0.44,0.0,0.0,1.0,0.0,0.68,0.75,0.9,0.72,0.04,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.02,-1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
0.44,0.0,0.0,1.0,0.0,0.68,0.0,1.0,0.72,0.04,0.0,1.0,0.0,0.0,1.0,0.75,0.9,1.02,-1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
1.0,0.0,1.0,0.0,0.0,0.84,0.5,0.37,1.5,0.88,0.0,0.0,1.0,0.0,0.88,1.0,0.7,0.94,1,1,1,1,-1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
1.0,0.0,1.0,0.0,0.0,0.88,0.5,0.37,1.5,0.88,0.0,0.0,1.0,0.0,0.84,1.0,0.7,0.94,1,1,1,1,-1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
1.0,0.0,1.0,0.0,0.0,0.84,1.0,0.37,1.5,0.88,0.0,0.0,1.0,0.0,0.88,0.5,0.7,0.94,1,1,1,1,-1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
1.0,0.0,1.0,0.0,0.0,0.84,0.5,0.7,1.5,0.88,0.0,0.0,1.0,0.0,0.88,1.0,0.37,0.94,1,1,1,1,-1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
0.44,0.0,0.0,1.0,0.0,0.68,0.0,0.9,0.72,0.04,0.0,1.0,0.0,0.0,1.0,0.75,1.0,1.02,-1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
0.44,0.0,0.0,1.0,0.0,1.0,0.0,0.9,0.72,0.04,0.0,1.0,0.0,0.0,0.68,0.75,1.0,1.02,-1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
0.44,0.0,0.0,1.0,0.0,0.68,0.75,0.9,0.72,0.04,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.02,-1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
0.44,0.0,0.0,1.0,0.0,0.68,0.0,1.0,0.72,0.04,0.0,1.0,0.0,0.0,1.0,0.75,0.9,1.02,-1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
0.04,0.0,1.0,0.0,0.0,1.0,0.75,1.0,1.02,0.28,0.0,0.0,0.0,1.0,0.08,0.5,0.74,-0.36,1,-1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
0.04,0.0,1.0,0.0,0.0,0.08,0.75,1.0,1.02,0.28,0.0,0.0,0.0,1.0,1.0,0.5,0.74,-0.36,1,-1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
0.04,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.02,0.28,0.0,0.0,0.0,1.0,0.08,0.75,0.74,-0.36,1,-1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
0.04,0.0,1.0,0.0,0.0,1.0,0.75,0.74,1.02,0.28,0.0,0.0,0.0,1.0,0.08,0.5,1.0,-0.36,1,-1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0
