0.12,0.0,0.0,1.0,0.0,0.52,0.25,0.39,0.62,0.52,0.0,0.0,0.0,1.0,0.96,0.75,0.02,1.21,-1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
0.96,0.0,0.0,0.0,1.0,0.04,0.5,0.97,-0.44999999999999996,0.96,1.0,0.0,0.0,0.0,0.96,0.0,0.96,-0.98,1,1,1,1,1,1,-1,1,-1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
0.48,0.0,0.0,1.0,0.0,0.92,1.0,0.4,1.56,0.96,0.0,0.0,1.0,0.0,0.6,0.0,0.01,0.79,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
0.88,1.0,0.0,0.0,0.0,0.24,1.0,0.28,0.33999999999999997,0.76,0.0,0.0,1.0,0.0,0.68,1.0,0.93,0.91,-1,1,-1,1,-1,1,-1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
0.72,1.0,0.0,0.0,0.0,0.52,1.0,0.53,0.22999999999999998,0.64,0.0,0.0,1.0,0.0,0.72,0.5,0.1,1.2599999999999998,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
0.48,0.0,0.0,1.0,0.0,0.92,1.0,0.4,1.56,0.96,0.0,0.0,1.0,0.0,0.6,0.0,0.01,0.79,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
0.76,0.0,0.0,1.0,0.0,0.68,1.0,0.93,0.91,0.76,0.0,0.0,0.0,1.0,0.32,0.25,0.83,-0.41999999999999993,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
0.12,0.0,0.0,1.0,0.0,0.52,0.25,0.39,0.62,0.52,0.0,0.0,0.0,1.0,0.96,0.75,0.02,1.21,-1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
0.64,0.0,0.0,1.0,0.0,0.72,0.5,0.1,1.2599999999999998,0.76,0.0,1.0,0.0,0.0,0.88,0.0,0.55,-0.6100000000000001,1,1,1,1,1,1,-1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
0.12,0.0,0.0,1.0,0.0,0.52,0.25,0.39,0.62,0.52,0.0,0.0,0.0,1.0,0.96,0.75,0.02,1.21,-1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
