0.52,0.0,0.0,1.0,0.0,0.44,0.0,0.07,0.51,0.36,0.0,0.0,1.0,0.0,0.48,0.25,0.38,0.86,-1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.36,0.0,0.0,1.0,0.0,0.44,0.0,0.07,0.51,0.52,0.0,0.0,1.0,0.0,0.48,0.25,0.38,0.86,-1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.52,0.0,0.0,1.0,0.0,0.44,0.0,0.07,0.51,0.36,0.0,0.0,1.0,0.0,0.48,0.25,0.38,0.86,-1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.52,0.0,0.0,1.0,0.0,0.44,0.0,0.07,0.51,0.36,0.0,0.0,1.0,0.0,0.48,0.25,0.38,0.86,-1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.52,0.0,0.0,1.0,0.0,0.44,0.0,0.07,0.51,0.36,0.0,0.0,1.0,0.0,0.48,0.25,0.38,0.86,-1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.52,0.0,0.0,1.0,0.0,0.44,0.25,0.07,0.51,0.36,0.0,0.0,1.0,0.0,0.48,0.0,0.38,0.86,-1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.6,0.0,1.0,0.0,0.0,0.24,0.5,0.37,1.1099999999999999,0.24,0.0,0.0,0.0,1.0,0.68,1.0,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.24,0.0,1.0,0.0,0.0,0.24,0.5,0.37,1.1099999999999999,0.6,0.0,0.0,0.0,1.0,0.68,1.0,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.6,0.0,1.0,0.0,0.0,0.24,0.5,0.37,1.1099999999999999,0.24,0.0,0.0,0.0,1.0,0.68,1.0,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.6,0.0,1.0,0.0,0.0,0.24,0.5,0.37,1.1099999999999999,0.24,0.0,0.0,0.0,1.0,0.68,1.0,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.6,0.0,1.0,0.0,1.0,0.24,0.5,0.37,1.1099999999999999,0.24,0.0,0.0,0.0,0.0,0.68,1.0,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.6,0.0,1.0,0.0,0.0,0.24,1.0,0.37,1.1099999999999999,0.24,0.0,0.0,0.0,1.0,0.68,0.5,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.6,0.0,1.0,0.0,0.0,0.24,0.5,0.37,1.1099999999999999,0.24,0.0,0.0,0.0,1.0,0.68,1.0,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.24,0.0,1.0,0.0,0.0,0.24,0.5,0.37,1.1099999999999999,0.6,0.0,0.0,0.0,1.0,0.68,1.0,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.6,0.0,1.0,0.0,0.0,0.24,0.5,0.37,1.1099999999999999,0.24,0.0,0.0,0.0,1.0,0.68,1.0,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.6,0.0,1.0,0.0,0.0,0.24,0.5,0.37,1.1099999999999999,0.24,0.0,0.0,0.0,1.0,0.68,1.0,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.6,0.0,1.0,0.0,1.0,0.24,0.5,0.37,1.1099999999999999,0.24,0.0,0.0,0.0,0.0,0.68,1.0,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
0.6,0.0,1.0,0.0,0.0,0.24,1.0,0.37,1.1099999999999999,0.24,0.0,0.0,0.0,1.0,0.68,0.5,0.38,1.06,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
